X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
154,6.08,3,154,6,3,3.48,0.0684,327,8.56,0.000408,77.5,2.85,-72,77.5,3,3,-3.04,0.0629,326,3.91,0,32.7,3,3,32.7,3,3,0,0,0,0,900,56.3,2.25,901,56.3,3,22.1,0.867,323,119,0.167,15,1,2,3,Prep
155,6.2,28,155,6,3,3.09,0.0621,327,6.74,0.000415,77.5,2.875,-59.5,77.5,3,3,-3.38,0.0635,326,2.52,-9.79E-06,32.7,3,3,32.7,3,3,0,0,0,0,906,56.2,-42.3,906,56.3,3,23.7,0.937,324,119,0.179,15,1,20,3,Prep
155,6.2,53,155,6,3,3.96,0.0796,327,8.78,0.000498,77.5,2.875,-59.5,77.5,3,3,-3.36,0.0625,326,3.61,-1.94E-05,32.7,3,3,32.7,3,3,0,0,0,0,911,56.4,63.2,911,56.3,3.000000954,14.9,0.799,323,119,0.152,15,1,20,3,Prep
155,6.13,53,155,6,3,4.7,0.0946,327,10.2,0.000622,77.5,2.85,-72,77.5,3,3,-3.05,0.0611,326,3.15,-1.89E-05,32.7,3,-3.25,32.7,3,3,0,0,0,0,916,56.4,-11.3,917,56.3,2.999999046,18.2,0.895,323,114,0.172,15,1,20,3,Prep
156,5.97,59.3,156,6,3,5.97,0.102,327,11.3,0.000645,77.5,2.85,-72,77.5,3,3,-2.72,0.0626,326,3.91,-1.89E-05,32.7,2.975,-3.25,32.7,3,3,0,0,0,0,922,56.4,34.4,922,56.3,3,18.4,0.854,324,120,0.162,15,1,20,3,Prep
156,6,59.3,156,6,3,5.18,0.0923,327,9.55,0.000564,77.5,2.85,-72,77.5,3,3,-2.56,0.0612,326,4.19,9.46E-06,32.7,3,9.25,32.7,3,3,0,0,0,0,927,56.3,11.37,927,56.3,3,21,0.961,323,120,0.184,15,1,20,3,Prep
156,5.95,65.5,156,6,3,3.25,0.0722,327,11.3,0.000444,77.5,2.875,-59.5,77.5,3,3,-2.43,0.061,326,4.28,1.91E-05,32.7,3,9.25,32.7,3,3,0,0,0,0,932,56.4,11.87,933,56.3,3,18,0.874,323,114,0.169,15,1,20,3,Prep
156,6,28,156,6,3,3.35,0.0697,327,8.42,0.000394,77.5,2.85,-72,77.5,3,3,-2.42,0.0589,326,3.98,0,32.7,3.025,15.5,32.7,3,3,0,0,0,0,938,56.3,-30,938,56.3,3.000000954,22.2,0.854,324,120,0.163,15,1,20,3,Prep
157,6.15,34.3,157,6,3,2.96,0.0496,327,6.53,0.000286,77.5,2.85,-72,77.5,3,3,-3.21,0.061,326,2.98,0,32.7,3,3,32.7,3,3,0,0,0,0,943,56.3,-10.8,943,56.3,2.999999046,17.4,0.946,323,118,0.182,15,1,20,3,Prep
157,6.2,28,157,6,3,3.94,0.0741,327,8,0.00047,77.5,2.875,-59.5,77.5,3,3,-2.74,0.0607,326,3.72,0,32.7,3,3,32.7,3,3,0,0,0,0,948,56.5,77.2,949,56.3,3,15.6,0.758,324,115,0.142,15,1,20,3,Prep
162,2.275,-15.8,162,2.316,0.79,-3.33,0.0755,327,7.08,9.51E-05,89.4,6.13,53,89.5,5.92,2.486,8.62,0.146,326,9.76,0.000978,32.7,3,3,32.7,3,3,0,0,0,0,1223,56.3,-32.5,1223,56.3,3,23.1,0.918,324,119,0.177,15,1,2,3,Prep
162,2.025,-47,162,2.097,0.84,-3.49,0.0741,327,8.29,0.000129,89.7,5.83,-3.25,89.7,5.86,2.321,7.14,0.125,325,12.2,0.000807,32.7,2.975,-3.25,32.7,3,3,0,0,0,0,1233,56.4,54.5,1233,56.3,3.000000954,17.8,0.811,324,118,0.155,15,1,22,3,Prep
162,1.8,-28.3,162,1.88,0.89,-3.67,0.0666,327,7.23,0.000103,90,5.78,15.5,90,5.78,2.159,6.5,0.106,325,10.1,0.000632,32.7,3,-3.25,32.7,3,3,0,0,0,0,1233,56.4,-18.6,1233,56.3,2.999999046,17.4,0.896,323,114,0.172,15,1,22,3,Prep
162,1.62,-15.8,162,1.68,0.96,-4.43,0.0818,327,8.16,0.000223,90.3,5.8,21.8,90.3,5.69,2.003,3.83,0.082,326,10.1,0.000505,32.7,2.975,-9.5,32.7,3,3,0,0,0,0,1243,56.3,18.8,1243,56.3,3,19.5,0.874,324,120,0.168,15,1,22,3,Prep
162,1.42,-22,162,1.48,1.04,-3.1,0.0722,327,8.28,0.000226,90.5,5.42,3,90.6,5.58,1.85,2.57,0.0468,326,7.59,0.000203,32.7,2.975,-3.25,32.7,3,3,0,0,0,0,1243,56.3,-8.4,1243,56.3,3,23.7,0.97,324,120,0.187,15,1,22,3,Prep
162,1.2,-53.3,162,1.29,1.14,-4.74,0.0901,327,8.43,0.000318,90.8,5.67,59.3,90.8,5.46,1.71,3.66,0.0921,326,9.93,0.000529,32.7,3,3,32.7,3,3,0,0,0,0,1253,56.4,16.2,1253,56.3,3,18.6,0.85,324,114,0.164,15,1,22,3,Prep
161,1.1,-40.8,161,1.11,1.24,-1.94,0.0498,327,8.1,0.000173,91,5.4,-9.5,91.1,5.33,1.57,2.83,0.0522,326,7.58,0.000246,32.7,3,3,32.7,3,3,0,0,0,0,1253,56.2,-32.4,1263,56.3,3.000000954,23.8,0.862,324,120,0.165,15,1,22,3,Prep
161,0.87,-40.8,161,0.93,1.35,-2.64,0.0536,327,6.48,0.000219,91.3,5.1,-15.8,91.3,5.18,1.44,7.06,0.124,326,10.6,0.000576,32.7,3,3,32.7,3,3,0,0,0,0,1263,56.3,-15.7,1263,56.3,2.999999046,19.6,0.957,323,117,0.185,15,1,22,3,Prep
161,0.7,-40.8,161,0.78,1.47,-3.05,0.0605,327,7.47,0.000264,91.5,4.92,15.5,91.5,5.01,1.32,3.49,0.0552,326,6.12,0.000198,32.7,3,3,32.7,3,3,0,0,0,0,1273,56.5,76.1,1273,56.3,3,15.8,0.751,324,114,0.139,15,1,22,3,Prep
161,0.7,-22,161,0.63,1.61,-3.87,0.0662,327,8.4,0.000304,91.7,4.83,9.25,91.7,4.84,1.21,4.13,0.063,326,7.13,0.00025,32.7,3,3,32.7,3,3,0,0,0,0,1273,56.2,-31,1273,56.3,3,26.2,0.895,324,120,0.171,15,1,22,3,Prep
144,2.875,90.5,144,2.756,4.88,-4.43,0.0608,327,7.34,1.86E-05,80.4,6.03,15.5,80.4,5.99,3.156,6.26,0.126,326,12.8,0.000787,31.7,3.025,9.25,31.7,3,3,0,0,0,0,10.6,56.3,-54.1,11.04,56.3,3,19.1,0.827,323,119,0.159,15,1,2,3,Prep
144,2.8,-65.7,144,2.9524,4.89,-2.79,0.0731,327,5.31,6.93E-05,80.7,6,15.5,80.7,6,3.0324,6.84,0.145,325,13.5,0.000962,31.7,3,3,31.7,3,3,0,0,0,0,15.9,56.4,43.3,16.4,56.3,3.000000954,19,0.901,321,120,0.173,15,1,57,3,Prep
144,3.15,84.2,144,3,3,-4.66,0.0535,327,6.21,-1.61E-05,80.9,2.225,-372,80.9,3,3,6.92,0.2,326,8.49,0.000657,31.7,3,-3.25,31.7,3,3,0,0,0,0,21.3,56.3,-21.1,21.7,56.3,2.999999046,25.7,0.94,323,118,0.18,15,1,57,3,Prep
145,6,3,145,6,3,5.94,0.089,327,9.44,0.000554,80.9,3.025,9.25,80.9,3,3,-0.138,0.0153,326,2.06,0,31.7,3,-3.25,31.7,3,3,0,0,0,0,26.6,56.2,-61.5,27,56.3,3,21.8,0.96,322,118,0.184,15,1,58,3,Prep
145,5.95,9.25,145,6,3,4.37,0.104,327,12.7,0.000601,80.9,3.025,15.5,80.9,3,3,-0.36,0.0157,326,3.55,4.91E-07,31.7,3,-3.25,31.7,3,3,0,0,0,0,31.9,56.4,50.3,32.4,56.3,3,18.9,0.893,322,120,0.172,15,1,58,3,Prep
145,5.8,-22,145,6,3,6.08,0.089,327,9.99,0.000493,80.9,3.025,15.5,80.9,3,3,-0.106,0.0194,326,2.53,-1.36E-06,31.7,3,3,31.7,3,3,0,0,0,0,37.3,56.3,-28.5,37.7,56.3,3,20.2,0.919,322,118,0.178,15,1,58,3,Prep
146,5.85,-15.8,146,6,3,4.38,0.0884,327,11.7,0.000506,80.9,3,3,80.9,3,3,-0.138,0.0164,326,1.5,-2.75E-07,31.7,3,-3.25,31.7,3,3,0,0,0,0,42.6,56.4,33.3,43,56.3,3.000000954,16.7,0.76,323,118,0.146,15,1,58,3,Prep
146,5.92,-22,146,6,3,3.94,0.0675,327,10.7,0.000391,80.9,3,3,80.9,3,3,0.565,0.0215,326,3.16,-1.06E-06,31.7,3,-3.25,31.7,3,3,0,0,0,0,47.9,56.3,26.7,48.4,56.3,2.999999046,22.9,0.933,322,121,0.18,15,1,58,3,Prep
146,5.97,-53.3,146,6,3,3.59,0.0584,327,8.71,0.000283,80.9,3.025,15.5,80.9,3,3,0.196,0.0213,326,2.22,2.99E-07,31.7,3,-3.25,31.7,3,3,0,0,0,0,53.3,56.3,-28.8,53.7,56.3,3,19.1,1.05,321,116,0.203,15,1,58,3,Prep
147,6.08,-28.3,147,6,3,3.27,0.0649,327,9.48,0.000379,80.9,3,3,80.9,3,3,-0.392,0.019,326,3.51,6.04E-07,31.7,2.975,-9.5,31.7,3,3,0,0,0,0,58.6,56.4,-2.25,59,56.3,3,17.5,0.806,323,120,0.155,15,1,58,3,Prep
152,0.08,-15.8,152,0,3,-6.82,0.105,327,9.45,0.000648,92.5,3.05,28,92.5,3,3,3.46,0.0823,326,7.33,2.60E-05,32.7,3,-3.25,32.7,3,3,0,0,0,0,1443,56.5,71,1443,56.3,3,14.9,0.77,324,113,0.143,15,1,2,3,Prep
151,0,15.5,151,0,3,-1.98,0.0502,327,10.3,0.000291,92.5,3.075,34.3,92.5,3,3,3.73,0.0784,326,6.71,-3.67E-05,32.7,3,3,32.7,3,3,0,0,0,0,1443,56.4,27.1,1443,56.3,3.000000954,16,0.778,324,118,0.149,15,1,23,3,Prep
151,-0.15,9.25,151,0,3,-4,0.0726,327,8.58,0.00048,92.5,3.05,21.8,92.5,3,3,4.31,0.0769,326,6.6,-3.63E-05,32.7,2.975,-3.25,32.7,3,3,0,0,0,0,1453,56.2,-86.7,1453,56.3,2.999999046,24.4,0.961,324,118,0.183,15,1,23,3,Prep
151,-0.25,-47,151,0,3,-3.48,0.0688,327,8.36,0.00042,92.5,3.075,34.3,92.5,3,3,4,0.0771,326,6.96,-2.41E-05,32.7,2.975,-3.25,32.7,3,3,0,0,0,0,1453,56.4,59.6,1453,56.3,3,18,0.87,324,118,0.165,15,1,23,3,Prep
150,-0.15,-34.5,150,0,3,-4.97,0.0996,327,10.6,0.000641,92.5,3.025,15.5,92.5,3,3,3.73,0.0802,326,7.41,-3.76E-05,32.7,3,-3.25,32.7,3,3,0,0,0,0,1463,56.3,5.88,1463,56.3,3,19.4,0.832,324,121,0.16,15,1,23,3,Prep
150,-0.05,-47,150,0,3,-5.15,0.0863,327,9.21,0.000488,92.5,3.05,21.8,92.5,3,3,4.29,0.0778,326,6.38,-3.66E-05,32.7,3,3,32.7,3,3,0,0,0,0,1463,56.2,-34.9,1463,56.3,3,23.6,0.922,324,118,0.177,15,1,23,3,Prep
150,0,-40.8,150,0,3,-5.79,0.111,327,11.4,0.000696,92.5,3.025,15.5,92.5,3,3,4.57,0.0777,326,6.23,-4.92E-05,32.7,3,3,32.7,3,3,0,0,0,0,1473,56.4,54.2,1473,56.3,3.000000954,18.9,0.849,324,118,0.163,15,1,23,3,Prep
150,0.1,-3.25,150,0,3,-5.2,0.0853,328,9.99,0.000481,92.5,3.025,3,92.5,3,3,3.17,0.0787,326,8.06,-2.50E-05,32.7,3,3,32.7,3,3,0,0,0,0,1473,56.4,-8.6,1473,56.3,2.999999046,16.7,0.898,324,115,0.173,15,1,23,3,Prep
149,0.15,9.25,149,0,3,-5.29,0.0964,328,11.5,0.000559,92.5,3.05,21.8,92.5,3,3,3.19,0.0763,326,8.07,-2.42E-05,32.7,2.975,-3.25,32.7,3,3,0,0,0,0,1483,56.3,15.7,1483,56.3,3,19.5,0.856,324,118,0.163,15,1,23,3,Prep
149,0,9.25,149,0,3,-3.93,0.0694,327,9.43,0.000416,92.5,3.05,21.8,92.5,3,3,3.46,0.078,326,7.8,-1.21E-05,32.7,2.975,-3.25,32.7,3,3,0,0,0,0,1483,56.3,4.19,1483,56.3,3,24.2,0.952,324,119,0.183,15,1,23,3,Prep
149,-0.08,21.8,149,0,3,-2.42,0.0616,327,9.03,0.000368,92.5,3.05,21.8,92.5,3,3,4.57,0.0789,326,6.07,-4.94E-05,32.7,2.975,-9.5,32.7,3,3,0,0,0,0,1493,56.4,9.13,1493,56.3,3,16.9,0.865,324,117,0.167,15,1,23,3,Prep
145,1.6,65.5,145,1.51,5.98,-4.09,0.0769,327,7.17,0.00028,76.7,5.55,-9.5,76.7,5.6,4.72,3.82,0.0674,326,7.83,0.000338,31.7,3,3,31.7,3,3,0,0,0,0,-1207,56.2,-81.2,-1207,56.3,2.999999046,26.1,1.05,320,117,0.202,15,1,2,3,Prep
145,1.95,65.5,145,1.81,6.15,-6.05,0.0956,327,5.92,0.000244,76.9,5.85,21.8,77,5.76,4.37,7.98,0.145,326,10.7,0.000919,31.7,3,3,31.7,3,3,0,0,0,0,-1207,56.4,58.9,-1207,56.3,3,15.3,0.827,318,118,0.157,15,1,87,3,Prep
145,2.2,40.5,145,2.137,6.29,-4.98,0.0811,327,5.74,0.000188,77.2,5.75,-3.25,77.2,5.87,3.996,7.06,0.132,326,12,0.000761,31.7,3,3,31.7,3,3,0,0,0,0,-1197,56.3,-1.94,-1197,56.3,3,21.1,0.827,320,120,0.159,15,1,87,3,Prep
145,2.65,96.7,145,2.471,6.38,-2.7,0.0672,327,6.66,8.03E-05,77.5,5.9,-3.25,77.5,5.95,3.614,7.29,0.118,326,9.96,0.000757,31.7,3,3,31.7,3,3,0,0,0,0,-1197,56.3,-10.7,-1197,56.3,3,23.3,0.951,320,117,0.183,15,1,87,3,Prep
144,2.875,40.5,144,2.812,6.43,-4.71,0.0871,327,5.55,9.61E-05,77.8,5.92,-22,77.8,5.99,3.223,5.47,0.101,326,10.8,0.000633,31.7,3,3,31.7,3,3,0,0,0,0,-1187,56.4,30.6,-1187,56.3,3.000000954,19.5,0.883,319,119,0.171,15,1,87,3,Prep
144,3.125,59.3,144,3,3,-4.28,0.0706,327,3.52,0,78,6,109,78.1,6,3,4.01,0.0692,326,9.74,0.000427,31.7,3.025,15.5,31.7,3,3,0,0,0,0,-1187,56.4,-7.4,-1187,56.3,2.999999046,14.5,0.873,320,118,0.168,15,1,87,3,Prep
144,2.8,-97,144,3,3,-0.851,0.0478,327,5.63,0,78.3,5.92,-9.5,78.4,6,3,2.07,0.0539,326,8.17,0.000272,31.7,3,9.25,31.7,3,3,0,0,0,0,-1177,56.3,18.9,-1177,56.3,3,20.8,0.979,324,119,0.19,15,1,89,3,Prep
144,3.15,65.5,144,3,3,-4.43,0.0695,327,4.06,6.59E-05,78.6,6.13,-22,78.7,6,3,2.38,0.0488,326,8,0.000316,31.7,3.025,15.5,31.7,3,3,0,0,0,0,-1177,56.2,-19.8,-1177,56.3,3,25.8,1,319,120,0.192,15,1,89,3,Prep
