X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
147,6.85,191,147,7.69,101.2,5.77,0.107,324,13,0.000896,80.6,-17.1,-616,80.5,-16.4,25.7,-2.14,0.147,323,27.9,0.00435,32.7,2.975,-9.5,32.7,3,3,0,0,0,0,353,56.3,10.44,353,56.3,2.999999046,22.9,0.895,320,119,0.172,15,1,2,20,Prep
148,15.6,-53.3,148,16.5,78,7.68,0.132,324,25.9,0.00349,78.8,-12.4,-40.8,78.7,-11.8,70.3,-5.68,0.125,323,28,0.00413,32.7,2.975,-9.5,32.7,3,3,0,0,0,0,358,56.2,-61.3,358,56.3,3,25.7,0.971,320,117,0.186,15,1,18,20,Prep
150,21.6,-15.8,150,21.9,36.2,6.02,0.103,324,30.1,0.004,77.7,-3.9,141,77.7,-3.4,98.1,-6.79,0.109,323,17.6,0.00157,32.7,2.975,-9.5,32.7,3,3,0,0,0,0,363,56.4,37.8,364,56.3,3,19.5,1.09,318,117,0.208,15,1,18,20,Prep
151,9.28,1443,151,17,1003,24.4,0.314,325,26.1,0.00412,77.5,3.1,46.8,77.5,3,3,-3.68,0.0629,323,7.51,-9.82E-06,32.7,2.975,-3.25,32.7,3,3,0,0,0,0,369,56.2,-40.5,369,56.3,3,27.2,1.05,320,118,0.202,15,1,18,20,Prep
153,23,-3.25,153,23,3,5.07,0.12,324,34.9,0.00505,77.5,3.05,34.3,77.5,3,3,-1.94,0.0515,324,7.65,-7.71E-06,32.7,2.975,-9.5,32.7,3,3,0,0,0,0,374,56.4,-13.8,374,56.3,3.000000954,17,0.886,319,116,0.17,15,1,19,20,Prep
155,23,15.5,155,23,3,7.59,0.112,324,33,0.00463,77.5,3.075,40.5,77.5,3,3,-3.04,0.0515,323,6.83,-1.57E-05,32.7,2.975,-9.5,32.7,3,3,0,0,0,0,379,56.3,29.8,380,56.3,2.999999046,23.6,0.992,319,119,0.191,15,1,19,20,Prep
157,23,-3.25,157,23,3,6.73,0.11,324,33.3,0.00451,77.5,3.05,34.3,77.5,3,3,-2.72,0.0507,323,6.82,-2.25E-05,32.7,3,3,32.7,3,3,0,0,0,0,385,56.2,-57.4,385,56.3,3,28.1,1.12,319,118,0.214,15,1,19,20,Prep
159,23.2,-153,159,22.7,-12.2,5.93,0.101,324,34.4,0.00405,77.5,5.42,166,77.5,6.22,102.6,7.21,0.125,323,10.4,0.000707,32.7,2.975,-9.5,32.7,3,3,0,0,0,0,390,56.4,27.4,390,56.3,3,17.4,0.853,320,117,0.163,15,1,19,20,Prep
161,19.5,-110,161,19,-55.1,6.68,0.102,324,27.2,0.00343,78.2,13.9,34.3,78.3,15,84.1,11.3,0.189,323,23,0.00457,32.7,3,9.25,32.7,3,3,0,0,0,0,395,56.2,-30.9,396,56.3,3,28.8,1.09,319,119,0.209,15,1,20,20,Prep
162,11.97,-222,162,11.55,-87.7,5.71,0.0861,324,18.8,0.00161,79.6,21.3,216,79.8,21.1,47,6.02,0.126,323,29.7,0.00465,32.7,2.975,-9.5,32.7,3,3,0,0,0,0,401,56.4,-12.7,401,56.3,3.000000954,19.3,0.934,319,117,0.18,15,1,20,20,Prep
