X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
156,5.05,30,156,5,5,0.451,0.0228,330,0.632,1.86E-06,78,5,17.5,78,5,5,-0.26,0.0152,328,1.63,1.79E-06,59.7,5,-1.25,59.7,5,5,0,0,0,0,-285,34.9,-13.4,-285,5,5,0.502,2.77E-19,329,0,0.00114,17,1,2,50,Prep
156,5.025,17.5,156,5,5,0.223,0.0243,330,1.51,4.23E-06,78,5,11.25,78,5,5,-1.06,0.0205,328,1.88,-1.04E-06,59.7,5,11.25,59.7,5,5,0,0,0,0,-282,32,-2.44,-282,5,5,-0.22,2.77E-19,329,0,6.07E-05,17,1,0,50,Prep
156,5.05,30,156,5,5,0.237,0.0188,330,0.869,2.00E-06,78,5,17.5,78,5,5,0.22,0.015,328,0.512,1.76E-07,59.7,5,11.25,59.7,5,5,0,0,0,0,-280,29.1,-29.3,-280,5,5,-0.84,2.77E-19,330,0,-0.00124,17,1,0,50,Prep
156,4.975,-7.5,156,5,5,0.451,0.0202,329,1.9,-2.98E-06,78,5,5,78,5,5,0.22,0.0231,328,1.35,9.45E-07,61.8,55.9,168,62.2,55,5,0,0,0,0,-277,26.2,-36.9,-277,5,5,0.00327,2.77E-19,329,0,0.000577,17,1,0,50,Prep
156,5.025,17.5,156,5,5,0.367,0.0244,329,1.91,2.24E-06,78,5,5,78,5,5,-0.899,0.0212,328,1.5,0,66.6,54.9,11.25,67,55,5,0,0,0,0,-275,23.8,-18.1,-275,5,5,-0.28,2.77E-19,329,0,-0.00161,17,1,0,50,Prep
156,4.975,-7.5,156,5,5,-1.06,0.0231,329,4.86,-3.26E-06,78,5,5,78,5,5,-0.58,0.022,328,2.3,1.70E-06,71.8,55,17.5,72.2,55,5,0,0,0,0,-274,21,0.62,-274,5,5,0.583,2.77E-19,329,0,-1.38E-05,17,1,0,50,Prep
156,4.975,-13.8,156,5,5,1.21,0.0223,329,2.61,-1.48E-06,78,5,5,78,5,5,0.0602,0.0335,328,0.465,-1.49E-07,76.8,55,23.8,77.2,55,5,0,0,0,0,-272,18.5,-19.9,-272,5,5,0.203,2.77E-19,329,0,-0.00047,17,1,0,50,Prep
156,5,-7.5,156,5,5,0.154,0.0163,329,3.23,0,78,5,5,78,5,5,-0.26,0.016,328,0.801,-2.11E-06,81.8,55,48.8,82.2,55,5,0,0,0,0,-271,16,-31.1,-271,5,5,-0.092,2.77E-19,329,0,-0.000796,17,1,0,50,Prep
156,4.975,-13.8,156,5,5,0.384,0.0192,329,4.1,0,78,5.025,11.25,78,5,5,0.221,0.0245,328,0.269,1.50E-06,86.8,54.8,-32.5,87.2,55,5,0,0,0,0,-270,13.62,-19.7,-270,5,5,-0.267,2.77E-19,329,0,-0.00117,17,1,0,50,Prep
156,4.975,-13.8,156,5,5,0.878,0.019,329,1.92,-2.89E-06,78,5,5,78,5,5,0.22,0.0195,328,0.191,2.72E-06,91.8,55,61.3,92.2,55,5,0,0,0,0,-269,11.31,-3.81,-269,5,5,-0.924,2.77E-19,329,0,-0.00102,17,1,0,50,Prep
203,5,5,203,5,5,0.659,2.78E-19,330,0,-1.14E-06,163,5,5,163,5,5,-0.42,2.78E-19,329,0,0,124,5,5,124,5,5,0,0,0,0,-268,5.001,5.5,-268,5,5,0.193,2.77E-19,330,0,0,17,1,2,50,Prep
203,5.025,11.25,203,5,5,-0.297,2.78E-19,330,0,0,163,5,5,163,5,5,-0.733,2.78E-19,329,0,0,124,5,5,124,5,5,0,0,0,0,-268,5,5.25,-268,5,5,0.423,2.77E-19,330,0,-2.34E-06,17,1,0,50,Prep
203,5,5,203,5,5,-0.299,2.78E-19,330,0,-5.56E-07,163,5,5,163,5,5,0.377,2.78E-19,329,0,1.05E-06,124,5,5,124,5,5,0,0,0,0,-268,5.00075,4.9375,-268,5,5,2.47,2.77E-19,330,0,2.92E-06,17,1,0,50,Prep
203,5,5,203,5,5,-0.619,2.78E-19,330,0,-1.45E-06,163,5,5,163,5,5,0.0576,2.78E-19,329,0,-1.69E-06,124,5,5,124,5,5,0,0,0,0,-268,5.00075,5.625,-268,5,5,0.193,2.77E-19,330,0,9.46E-06,17,1,0,50,Prep
203,5,5,203,5,5,-0.14,2.78E-19,331,0,-1.85E-06,163,5,5,163,5,5,-0.74,2.78E-19,329,0,0,124,5,5,124,5,5,0,0,0,0,-268,5.001,5.5,-268,5,5,1.22,2.77E-19,330,0,0,17,1,0,50,Prep
203,5,5,203,5,5,-0.301,2.78E-19,330,0,0,163,5,5,163,5,5,-0.898,2.78E-19,329,0,2.04E-06,124,5,5,124,5,5,0,0,0,0,-268,5.00175,5.875,-268,5,5,-0.0896,2.77E-19,330,0,2.53E-06,17,1,0,50,Prep
203,5,5,203,5,5,0.0189,2.78E-19,330,0,1.25E-06,163,5,5,163,5,5,-0.417,2.78E-19,329,0,-1.62E-06,124,5,-1.25,124,5,5,0,0,0,0,-268,4.999,4.5,-268,5,5,0.193,2.77E-19,330,0,0,17,1,0,50,Prep
203,5,5,203,5,5,-1.1,2.78E-19,330,0,0,163,5,5,163,5,5,0.693,2.78E-19,329,0,1.80E-06,124,5,5,124,5,5,0,0,0,0,-268,5.001,5.687,-268,5,5,-0.0368,2.77E-19,330,0,-2.55E-06,17,1,0,50,Prep
203,5,5,203,5,5,-0.78,2.78E-19,331,0,0,163,5,5,163,5,5,-0.898,2.78E-19,329,0,0,124,5,5,124,5,5,0,0,0,0,-268,4.99825,4.562,-268,5,5,0.423,2.77E-19,330,0,-9.58E-07,17,1,0,50,Prep
203,5,11.25,203,5,5,-1.58,2.78E-19,331,0,-1.08E-06,163,5,5,163,5,5,-1.06,2.78E-19,329,0,0,124,5,5,124,5,5,0,0,0,0,-268,5,4.812,-268,5,5,0.193,2.77E-19,330,0,3.91E-06,17,1,0,50,Prep
203,5,5,203,5,5,-1.9,2.78E-19,330,0,2.03E-06,163,5,5,163,5,5,-0.42,2.78E-19,329,0,1.56E-06,124,4.975,-1.25,124,5,5,0,0,0,0,-268,5.00175,5.875,-268,5,5,1.27,2.77E-19,330,0,0,17,1,2,50,Prep
203,5,5,203,5,5,-0.301,2.78E-19,330,0,0,163,5.025,17.5,163,5,5,-0.898,2.78E-19,329,0,-3.98E-06,124,5,5,124,5,5,0,0,0,0,-268,5,4.75,-268,5,5,1.5,2.77E-19,330,0,3.46E-06,17,1,0,50,Prep
203,4.975,-7.5,203,5,5,-0.46,2.78E-19,330,0,1.75E-06,163,5,5,163,5,5,0.222,2.78E-19,329,0,1.67E-06,124,5,5,124,5,5,0,0,0,0,-268,4.998,4.5,-268,5,5,0.193,2.77E-19,330,0,-6.35E-06,17,1,0,50,Prep
203,5,5,203,5,5,-1.1,2.78E-19,330,0,-1.82E-06,163,5,5,163,5,5,-0.578,2.78E-19,329,0,-4.71E-06,124,5,5,124,5,5,0,0,0,0,-268,5,5.188,-268,5,5,0.706,2.77E-19,330,0,0,17,1,0,50,Prep
203,5,11.25,203,5,5,0.658,2.78E-19,330,0,0,163,5,5,163,5,5,-0.262,2.78E-19,329,0,1.66E-06,124,5,5,124,5,5,0,0,0,0,-268,5.001,5.5,-268,5,5,0.476,2.77E-19,330,0,0,17,1,0,50,Prep
203,5,5,203,5,5,-0.14,2.78E-19,330,0,-1.50E-06,163,5,5,163,5,5,-0.891,2.78E-19,329,0,1.57E-06,124,5,5,124,5,5,0,0,0,0,-268,5.004,6.25,-268,5,5,0.476,2.77E-19,330,0,7.45E-06,17,1,0,50,Prep
203,5,5,203,5,5,-0.461,2.78E-19,330,0,0,163,5,5,163,5,5,-1.21,2.78E-19,329,0,1.93E-06,124,5,5,124,5,5,0,0,0,0,-268,4.998,4.5,-268,5,5,1.22,2.77E-19,330,0,-1.31E-05,17,1,0,50,Prep
203,5,11.25,203,5,5,-0.141,2.78E-19,330,0,2.18E-06,163,5,5,163,5,5,-0.1,2.78E-19,329,0,-1.73E-06,124,5,5,124,5,5,0,0,0,0,-268,5,5.438,-268,5,5,-0.0368,2.77E-19,330,0,0,17,1,0,50,Prep
203,5,5,203,5,5,-0.459,2.78E-19,330,0,-1.09E-06,163,5,5,163,5,5,-0.578,2.78E-19,329,0,-1.27E-06,124,5,5,124,5,5,0,0,0,0,-268,5,5,-268,5,5,0.989,2.77E-19,330,0,-2.30E-06,17,1,0,50,Prep
203,5,5,203,5,5,-0.458,2.78E-19,330,0,-2.63E-06,163,5,5,163,5,5,-0.736,2.78E-19,329,0,0,124,5,5,124,5,5,0,0,0,0,-268,4.999,5.188,-268,5,5,1.22,2.77E-19,330,0,-2.91E-06,17,1,0,50,Prep
203,5,5,203,5,5,-0.619,2.78E-19,330,0,0,163,5,5,163,5,5,-0.0971,2.78E-19,329,0,3.46E-06,124,5,5,124,5,5,0,0,0,0,-268,5.00075,5.188,-268,5,5,0.989,2.77E-19,330,0,2.26E-06,17,1,2,50,Prep
203,5.025,11.25,203,5,5,1.3,2.78E-19,331,0,-1.29E-06,163,5,5,163,5,5,-0.101,2.78E-19,329,0,7.83E-07,124,5,5,124,5,5,0,0,0,0,-268,5.001,5.5,-268,5,5,0.193,2.77E-19,330,0,-3.84E-06,17,1,0,50,Prep
203,5,5,203,5,5,0.339,2.78E-19,331,0,4.30E-06,163,5,5,163,5,5,-0.101,2.78E-19,329,0,1.35E-06,124,5,5,124,5,5,0,0,0,0,-268,4.999,4.75,-268,5,5,0.193,2.77E-19,330,0,9.78E-08,17,1,0,50,Prep
203,5,5,203,5,5,0.179,2.78E-19,331,0,2.49E-06,163,5,5,163,5,5,-0.898,2.78E-19,329,0,1.58E-06,124,5,5,124,5,5,0,0,0,0,-268,4.99825,4.375,-268,5,5,0.706,2.77E-19,330,0,-5.15E-06,17,1,0,50,Prep
203,5,5,203,5,5,1.46,2.78E-19,331,0,0,163,5,5,163,5,5,-0.578,2.78E-19,329,0,-1.49E-06,124,5,5,124,5,5,0,0,0,0,-268,5.00075,5.625,-268,5,5,0.706,2.77E-19,330,0,5.30E-06,17,1,0,50,Prep
203,5,11.25,203,5,5,0.0188,2.78E-19,330,0,-1.91E-06,163,5,5,163,5,5,-1.22,2.78E-19,329,0,0,124,5,5,124,5,5,0,0,0,0,-268,5,5.25,-268,5,5,0.476,2.77E-19,330,0,-3.73E-06,17,1,0,50,Prep
