X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
202,4,4,202,4,4,0.18,0.0207,329,2.77,-1.42E-06,162,3.975,-2.25,162,4,4,0.539,0.0167,328,1.84,6.43E-07,123,4,4,123,4,4,0,0,0,0,-357,4.001,4.25,-357,4,4,0.524,2.74E-19,329,0,6.96E-07,16,1,0,50,Starting
202,-6.8,-346,202,-9.6,-354,-10.9,0.186,328,23.3,0.00448,162,-15.8,-746,161,-20.6,-643,-14.5,0.281,325,37.8,0.0126,123,-16.3,-708,122,-21.6,-670,0,0,0,0,-357,4,4.25,-357,4,4,-0.288,2.74E-19,328,0,-5.27E-07,16,1,4,50,Prep
200,-13.8,-2.25,200,-13.9,3.9999046,-8.59,0.14,328,30.6,0.00533,158,-28.5,4,158,-28.3,3.9999046,-7.79,0.139,327,49.4,0.00943,119,-29.7,41.5,119,-29.7,3.9999046,0,0,0,0,-357,4,3.562,-357,4,4,0.524,2.74E-19,328,0,9.10E-07,16,1,7,50,Prep
198,-14,4,198,-13.9,3.9999046,-6.11,0.13,327,30.3,0.00489,155,-28.6,-58.5,155,-28.3,3.9999046,-8.13,0.156,325,47.6,0.0105,116,-29.7,-2.25,116,-29.7,4,0,0,0,0,-357,3.999,3.75,-357,4,4,-0.18,2.74E-19,328,0,1.07E-06,16,1,7,50,Prep
197,-13.9,-14.8,196,-13.9,4.0000954,-5.7,0.114,328,30.5,0.00425,152,-28,142,152,-28.3,4.0000954,-13.8,0.202,326,47.1,0.0135,113,-29.6,22.8,112,-29.7,4,0,0,0,0,-357,4,3.812,-357,4,4,0.226,2.74E-19,328,0,1.96E-06,16,1,7,50,Prep
195,-13.6,85.2,195,-13.9,4.000191,-5.85,0.128,328,30.9,0.00474,149,-28.4,-8.5,148,-28.3,4,-9.78,0.166,326,49.6,0.0113,109,-29.7,-2.25,109,-29.7,4.0000954,0,0,0,0,-357,4,4,-357,4,4,0.821,2.74E-19,328,0,0,16,1,7,50,Prep
193,-13.9,-2.25,193,-13.9,4.0000954,-5.84,0.0955,328,29.3,0.00345,145,-28.3,85.2,145,-28.3,3.9999046,-8.56,0.179,326,50,0.0124,106,-29.5,66.5,106,-29.7,4.0000954,0,0,0,0,-357,4.00075,3.9375,-357,4,4,0.523,2.74E-19,328,0,3.79E-06,16,1,2,50,Prep
191,-13.8,54,191,-13.9,3.999809,-7.31,0.117,327,29.1,0.00441,142,-28.3,54,142,-28.3,3.9999046,-8,0.185,325,50.8,0.0128,102.6,-29.7,22.8,102.3,-29.7,4,0,0,0,0,-357,4,4,-357,4,4,-0.288,2.74E-19,328,0,0,16,1,7,50,Prep
189,-13.9,29,189,-13.9,4,-7.98,0.113,328,29.4,0.00417,139,-28.3,41.5,139,-28.3,4,-9.96,0.154,327,49.7,0.0102,99.1,-29.6,22.8,98.8,-29.7,4.0000954,0,0,0,0,-357,3.99925,3.812,-357,4,4,-0.0997,2.74E-19,328,0,-8.36E-08,16,1,7,50,Prep
188,-13.9,16.5,187,-13.9,3.9999046,-7.44,0.138,328,29.8,0.00501,136,-28.7,-27.3,136,-28.3,4,-6.29,0.119,325,48.1,0.00784,95.8,-29.7,-33.5,95.6,-29.7,4.0000954,0,0,0,0,-357,3.999,4,-357,4,4,0.118,2.74E-19,328,0,0,16,1,7,50,Prep
186,-14.1,-52.3,186,-13.9,3.9999046,-4.52,0.114,327,31.3,0.0043,133,-28.1,117,132,-28.3,4,-8.62,0.186,325,48.6,0.0126,92.5,-29.7,-21,92.2,-29.7,4,0,0,0,0,-357,4,4.25,-357,4,4,-0.288,2.74E-19,328,0,-6.99E-07,16,1,7,50,Prep
184,-13.7,66.5,184,-13.9,4.0000954,-5.53,0.13,328,31.6,0.00485,129,-28.3,16.5,129,-28.3,4.0000954,-10.9,0.181,326,50.6,0.0124,89,-29.7,4,88.7,-29.7,4.0000954,0,0,0,0,-357,4.001,4.0625,-357,4,4,0.118,2.74E-19,328,0,-1.02E-06,16,1,7,50,Prep
182,-13.9,-33.5,182,-13.9,4.0000954,-7.55,0.122,327,30.4,0.00457,126,-28.4,-2.25,126,-28.3,3.9999046,-10.5,0.174,325,50.4,0.012,85.7,-29.6,10.25,85.5,-29.7,3.9999046,0,0,0,0,-357,3.99825,3.313,-357,4,4,2.34,2.74E-19,328,0,0,16,1,7,50,Prep
180,-13.8,110,180,-13.9,4.0000954,-8.41,0.133,327,28.5,0.005,123,-28.3,54,123,-28.3,3.9999046,-8.39,0.177,325,49.4,0.012,82.4,-29.7,-8.5,82.1,-29.7,4,0,0,0,0,-357,4.004,5.19,-357,4,4,-0.288,2.74E-19,328,0,7.61E-06,16,1,7,50,Prep
179,-13.8,47.8,178,-13.9,3.9999046,-8.81,0.131,328,30.3,0.00478,120,-28.2,135,119,-28.3,3.9999046,-11.3,0.165,327,51.2,0.011,78.9,-29.6,54,78.6,-29.7,4.0000954,0,0,0,0,-357,4.00075,4.375,-357,4,4,-0.18,2.74E-19,328,0,0,16,1,7,50,Prep
177,-14,-21,177,-13.9,4.000191,-5.78,0.127,327,29.9,0.00475,116,-28.3,41.5,116,-28.3,3.999809,-10.8,0.155,325,49.3,0.0104,75.6,-29.5,-2.25,75.3,-29.7,4.0000954,0,0,0,0,-357,4,3.812,-357,4,4,0.821,2.74E-19,328,0,2.91E-06,16,1,7,50,Prep
175,-13.8,22.8,175,-13.9,4.0000954,-7.39,0.127,327,30.2,0.00468,113,-28.2,47.8,113,-28.3,3.9999046,-12.8,0.172,325,43.2,0.0114,72.3,-29.5,35.3,72,-29.7,4.0000954,0,0,0,0,-357,3.999,3.75,-357,4,4,0.415,2.74E-19,328,0,-1.06E-06,16,1,7,50,Prep
173,-13.9,10.25,173,-13.9,3.9999046,-6.08,0.125,328,31,0.00472,110,-28.3,16.5,110,-28.3,4,-12.6,0.196,326,47.3,0.0134,68.7,-29.8,-46,68.5,-29.7,4.0000954,0,0,0,0,-357,4,4.25,-357,4,4,-0.694,2.74E-19,328,0,0,16,1,2,50,Prep
171,-13.8,10.25,171,-13.9,3.9999046,-6.89,0.131,327,31.8,0.00491,107,-28.3,41.5,107,-28.3,3.9999046,-11.4,0.185,325,50.2,0.0126,65.5,-29.7,-21,65.2,-29.7,4.0000954,0,0,0,0,-357,3.99675,2.44,-357,4,4,0.00893,2.74E-19,328,0,0,16,1,7,50,Prep
170,-13.8,54,170,-13.9,4.0000954,-6.42,0.11,328,29.8,0.0041,103.6,-28.4,4,103.3,-28.3,3.999809,-11,0.161,326,46.6,0.0109,62.1,-29.7,10.25,61.9,-29.7,3.9999046,0,0,0,0,-357,4.00025,4.812,-357,4,4,0.00893,2.74E-19,328,0,-2.82E-07,16,1,7,50,Prep
168,-13.9,-39.8,168,-13.9,4.000191,-7.26,0.112,328,29.8,0.00416,100.2,-28.1,91.5,99.9,-28.3,4,-12.2,0.203,326,49.4,0.0138,58.6,-29.6,47.8,58.4,-29.7,4.000191,0,0,0,0,-357,4,4.25,-357,4,4,-0.288,2.74E-19,328,0,0,16,1,7,50,Prep
166,-14,22.8,166,-13.9,3.9999046,-4.17,0.0986,328,28.4,0.00361,97.1,-28.1,123,96.8,-28.3,3.9999046,-12.3,0.176,325,48.6,0.0117,55.4,-29.7,10.25,55.1,-29.7,4.0000954,0,0,0,0,-357,3.99875,2.94,-357,4,4,0.118,2.74E-19,328,0,0,16,1,7,50,Prep
164,-14.1,-89.7,164,-13.9,3.999809,-5.34,0.107,328,30.5,0.00394,93.9,-28.3,-14.8,93.6,-28.3,3.9999046,-10.5,0.181,326,50,0.0123,52,-29.7,10.25,51.8,-29.7,4,0,0,0,0,-357,4.003,4.75,-357,4,4,-0.0997,2.74E-19,328,0,8.51E-07,16,1,7,50,Prep
162,-14,-33.5,162,-13.9,4,-5.22,0.111,328,30.1,0.00409,90.5,-28.3,60.3,90.2,-28.3,4.0000954,-10.2,0.19,326,47.6,0.013,48.5,-29.7,-8.5,48.3,-29.7,3.9999046,0,0,0,0,-357,3.997,2.81,-357,4,4,0.117,2.74E-19,328,0,-2.29E-07,16,1,7,50,Prep
161,-13.9,-8.5,161,-13.9,3.9999046,-6.7,0.132,328,30.7,0.00494,87.4,-28.2,22.8,87.1,-28.3,3.9999046,-14.6,0.202,326,43.8,0.0139,45.3,-29.8,10.25,45,-29.7,4.0000954,0,0,0,0,-357,4.001,4.5,-357,4,4,0.524,2.74E-19,328,0,0,16,1,7,50,Prep
159,-13.7,22.8,159,-13.9,3.9999046,-7.03,0.139,328,30.3,0.00518,84.1,-28.5,-64.7,83.9,-28.3,3.9999046,-9.87,0.174,326,48.9,0.0119,41.9,-29.6,16.5,41.7,-29.7,4,0,0,0,0,-357,3.99925,3.625,-357,4,4,0.306,2.74E-19,328,0,-5.20E-07,16,1,7,50,Prep
