X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
202,4.025,10.25,202,4,4,-1.42,0.0219,328,0.557,-2.15E-06,162,4,4,162,4,4,0.0598,0.0152,327,1.39,0,123,4,4,123,4,4,0,0,0,0,343,3.999,3.75,343,4,4,0.0666,2.75E-19,328,0,-9.93E-07,16,1,2,50,Prep
202,4,4,202,4,4,-1.9,0.0206,329,1.92,0,162,4.025,16.5,162,4,4,-0.0998,0.0141,327,1.55,2.53E-06,123,4,4,123,4,4,0,0,0,0,343,4.00075,4.375,343,4,4,0.054,2.75E-19,328,0,7.29E-07,16,1,0,50,Prep
202,4,4,202,4,4,-2.06,0.0237,329,1.81,1.60E-06,162,4.025,16.5,162,4,4,-0.899,0.0174,327,2.61,0,123,4,4,123,4,4,0,0,0,0,343,3.99825,3.375,343,4,4,0.157,2.75E-19,329,0,0,16,1,0,50,Prep
202,4.025,10.25,202,4,4,-2.22,0.0225,329,1.87,-4.50E-06,162,4.025,16.5,162,4,4,0.0598,0.0167,327,1.24,4.80E-07,123,4,4,123,4,4,0,0,0,0,343,4,4,343,4,4,0.0791,2.75E-19,329,0,0,16,1,0,50,Prep
202,3.975,-2.25,202,4,4,0.499,0.026,329,1.79,1.75E-06,162,4,4,162,4,4,0.699,0.013,327,0.996,0,123,4,4,123,4,4,0,0,0,0,343,4,3.75,343,4,4,0.247,2.75E-19,329,0,0,16,1,0,50,Prep
202,4,4,202,4,4,-0.939,0.0298,329,0.899,1.72E-06,162,4,4,162,4,4,-0.0998,0.0165,328,1.31,3.02E-07,123,4,4,123,4,4,0,0,0,0,343,4,3.562,343,4,4,0.26,2.75E-19,329,0,1.07E-06,16,1,0,50,Prep
202,4,4,202,4,4,-1.26,0.0287,329,1.49,0,162,4,4,162,4,4,-1.54,0.0159,327,2.56,0,123,4,4,123,4,4,0,0,0,0,343,4,4,343,4,4,0.054,2.75E-19,329,0,8.29E-07,16,1,0,50,Prep
202,4.025,10.25,202,4,4,1.3,0.0297,329,3.26,-2.37E-06,162,4,4,162,4,4,0.859,0.0154,327,0.799,7.71E-07,123,4,4,123,4,4,0,0,0,0,343,4,3.562,343,4,4,-0.18,2.75E-19,329,0,8.59E-07,16,1,0,50,Prep
202,4.025,10.25,202,4,4,-1.74,0.0192,329,1.02,-3.86E-06,162,4.025,16.5,162,4,4,-0.899,0.0176,327,2.06,0,123,4,4,123,4,4,0,0,0,0,343,4.001,4.5,343,4,4,0.26,2.75E-19,328,0,-1.95E-06,16,1,0,50,Prep
202,4,-2.25,202,4,4,-1.9,0.0236,329,1.46,-4.08E-06,162,4,4,162,4,4,0.22,0.0158,327,1.47,2.15E-06,123,4,4,123,4,4,0,0,0,0,343,4,4,343,4,4,0.054,2.75E-19,329,0,1.30E-06,16,1,0,50,Prep
202,4,-8.5,202,4,4,-1.26,0.0284,329,1.62,5.21E-06,162,4,-2.25,162,4,4,0.22,0.0147,328,1.47,5.15E-07,123,4,4,123,4,4,0,0,0,0,343,3.99825,3.375,343,4,4,0.363,2.75E-19,329,0,0,16,1,2,50,Prep
202,4,4,202,4,4,-0.139,0.0197,329,1.08,1.66E-06,162,4.025,16.5,162,4,4,-0.26,0.0208,328,1.35,0,123,4,4,123,4,4,0,0,0,0,343,3.99675,3.188,343,4,4,0.247,2.75E-19,329,0,-3.00E-06,16,1,0,50,Prep
202,4.025,10.25,202,4,4,-1.9,0.0212,329,1.57,0,162,4,-2.25,162,4,4,-0.26,0.0137,328,1.66,0,123,4,4,123,4,4,0,0,0,0,343,4,4.25,343,4,4,0.157,2.75E-19,329,0,-8.31E-07,16,1,0,50,Prep
202,4,4,202,4,4,-2.7,0.0238,329,2.36,0,162,4.025,16.5,162,4,4,-1.06,0.0146,328,2.6,3.82E-07,123,4,4,123,4,4,0,0,0,0,343,4,4,343,4,4,0.247,2.75E-19,329,0,1.10E-06,16,1,0,50,Prep
202,4,4,202,4,4,-0.14,0.0198,329,1.5,1.75E-06,162,4,4,162,4,4,-0.739,0.0157,328,1.84,0,123,4,4,123,4,4,0,0,0,0,343,4.002,5,343,4,4,0.26,2.75E-19,329,0,-1.06E-06,16,1,0,50,Prep
202,4.025,4,202,4,4,-1.1,0.0282,329,1.32,-2.73E-06,162,4.025,10.25,162,4,4,-0.0997,0.0337,328,0.822,1.05E-06,123,4,4,123,4,4,0,0,0,0,343,4,3.75,343,4,4,0.0665,2.75E-19,329,0,1.75E-06,16,1,0,50,Prep
202,4,4,202,4,4,-1.26,0.0224,329,1.67,3.41E-06,162,4,4,162,4,4,2.46,0.0312,327,2.4,1.44E-06,123,4,4,123,4,4,0,0,0,0,343,4.001,4.25,343,4,4,0.157,2.75E-19,329,0,0,16,1,0,50,Prep
202,4,4,202,4,4,-1.42,0.0199,329,0.923,-1.87E-06,162,4.025,16.5,162,4,4,-0.899,0.0195,328,2.53,8.36E-07,123,4,4,123,4,4,0,0,0,0,343,4,4.438,343,4,4,0.26,2.75E-19,329,0,0,16,1,0,50,Prep
202,4,4,202,4,4,-0.619,0.0205,329,0.37,1.16E-06,162,4.025,10.25,162,4,4,-0.58,0.0341,328,1.32,-6.11E-07,123,4,4,123,4,4,0,0,0,0,343,3.99825,3.375,343,4,4,0.26,2.75E-19,329,0,0,16,1,0,50,Prep
202,4,10.25,202,4,4,-2.22,0.0195,329,2.51,-3.33E-06,162,4.025,10.25,162,4,4,-0.26,0.015,328,1.31,-4.84E-07,123,4,4,123,4,4,0,0,0,0,343,4,4,343,4,4,0.35,2.75E-19,329,0,1.01E-06,16,1,0,50,Prep
202,4,10.25,202,4,4,-1.26,0.0208,329,1.47,4.40E-06,162,4.025,16.5,162,4,4,-1.06,0.0283,328,2.68,3.66E-07,123,4,4,123,4,4,0,0,0,0,343,4.00075,4.188,343,4,4,0.35,2.75E-19,329,0,3.88E-06,16,1,0,50,Prep
202,4,4,202,4,4,-0.619,0.0272,329,0.739,1.37E-06,162,4.075,29,162,4,4,-0.734,0.0181,328,1.71,1.42E-06,123,4,4,123,4,4,0,0,0,0,-482,4,4,-482,4,4,0.215,2.72E-19,329,0,1.66E-06,16,1,2,6,Prep
202,4.025,4,202,4,4,-1.58,0.0213,329,1.44,-2.42E-06,162,3.975,-14.8,162,4,4,0.694,0.0224,328,0.468,7.51E-07,123,4,4,123,4,4,0,0,0,0,-482,4.001,4,-482,4,4,-0.0273,2.72E-19,329,0,2.82E-06,16,1,0,6,Prep
202,3.975,-2.25,202,4,4,-0.619,0.0229,329,0.879,-6.67E-07,162,4.075,29,162,4,4,-0.421,0.0169,328,0.744,0,123,3.975,-2.25,123,4,4,0,0,0,0,-482,3.998,3.313,-482,4,4,0.556,2.72E-19,329,0,-8.74E-07,16,1,0,6,Prep
202,4.025,10.25,202,4,4,-2.06,0.0428,329,2.36,0,162,3.95,-21,162,4,4,0.0702,0.0143,328,2.38,5.35E-07,123,3.975,-2.25,123,4,4,0,0,0,0,-482,3.999,4,-482,4,4,0.215,2.72E-19,329,0,-1.91E-06,16,1,0,6,Prep
202,4.025,4,202,4,4,-2.06,0.0215,329,2.09,1.65E-06,162,4,4,162,4,4,0.374,0.0266,328,1.1,1.01E-06,123,4,4,123,4,4,0,0,0,0,-482,4.001,4.5,-482,4,4,0.248,2.72E-19,329,0,1.27E-06,16,1,0,6,Prep
202,3.975,-8.5,202,4,4,-0.14,0.0339,329,1.24,9.40E-07,162,4.05,22.8,162,4,4,0.532,0.0171,328,0.515,4.16E-07,123,4,4,123,4,4,0,0,0,0,-482,4,4,-482,4,4,0.215,2.72E-19,329,0,1.92E-06,16,1,0,6,Prep
202,3.975,-8.5,202,4,4,0.34,0.022,329,1.52,-1.68E-06,162,3.95,-14.8,162,4,4,-0.413,0.0216,327,2.29,-1.15E-06,123,4,4,123,4,4,0,0,0,0,-482,4.002,4.25,-482,4,4,0.491,2.72E-19,329,0,7.64E-06,16,1,0,6,Prep
202,3.975,-2.25,202,4,4,-1.74,0.0213,329,1.96,-1.01E-06,162,4,4,162,4,4,0.0623,0.0147,327,1.59,2.73E-07,123,4.025,16.5,123,4,4,0,0,0,0,-482,3.999,3.5,-482,4,4,0.863,2.72E-19,329,0,-3.15E-06,16,1,0,6,Prep
202,4,4,202,4,4,-0.62,0.0204,329,1.52,-1.15E-06,162,4.025,10.25,162,4,4,0.0553,0.0148,328,1.03,-2.64E-07,123,3.975,-2.25,123,4,4,0,0,0,0,-482,4.001,4.25,-482,4,4,0.215,2.72E-19,329,0,2.50E-06,16,1,0,6,Prep
202,4,4,202,4,4,-1.58,0.019,329,1.6,1.19E-06,162,4.025,10.25,162,4,4,-0.414,0.021,328,1.77,0,123,3.975,-8.5,123,4,4,0,0,0,0,-482,4.002,4.75,-482,4,4,0.555,2.72E-19,329,0,-4.58E-07,16,1,0,6,Prep
156,10,41.5,156,10,4,4.29,0.101,326,14.1,0.00131,78.5,4.1,54,78.5,4,4,-4.66,0.0709,325,4.66,2.19E-05,33.5,4,4,33.5,4,4,0,0,0,0,-255,57.4,6.63,-254,57.3,4,21.4,0.889,318,116,0.172,16,1,2,6,Prep
157,9.78,-14.8,157,10,4,6.31,0.113,326,14.6,0.00144,78.5,4.125,60.3,78.5,4,4,-4.5,0.0697,325,4.44,-2.20E-05,33.5,4,4,33.5,4,4,0,0,0,0,-250,57.4,39.9,-249,57.3,4,17.1,0.728,319,118,0.14,16,1,20,6,Prep
158,9.8,-89.7,158,10,4,5.39,0.0805,326,13.5,0.000947,78.5,4.1,47.8,78.5,4,4,-4.5,0.0681,325,4.82,4.28E-05,33.5,4,4,33.5,4,4,0,0,0,0,-244,57.2,-69.2,-244,57.3,4.000000954,27.8,1.1,319,118,0.209,16,1,20,6,Prep
158,10.05,-27.3,158,10,4,3.92,0.076,326,13.3,0.000871,78.5,4.1,54,78.5,4,4,-4,0.0691,325,5.49,1.08E-05,33.5,4,4,33.5,4,4,0,0,0,0,-239,57.4,54.1,-238,57.3,4,19.5,0.884,317,115,0.167,16,1,20,6,Prep
159,10.13,10.25,159,10,4,3.71,0.0764,326,13.6,0.000948,78.5,3.9,-46,78.5,4,4,-2.27,0.0577,324,4.8,0,33.5,4,4,33.5,4,4,0,0,0,0,-233,57.3,-1,-233,57.3,4,22,0.877,323,117,0.17,16,1,20,6,Prep
159,9.8,710,159,10,3.874,17.4,0.296,326,22.5,0.00465,78.5,4.125,54,78.5,4.101,13.07,-4.18,0.0666,325,4.52,3.15E-05,33.5,4,4,33.5,4,4,0,0,0,0,-228,57.2,-37.6,-228,57.3,4,23.1,1.04,319,118,0.201,16,1,20,6,Prep
160,9.88,-2.25,160,9.92,2.51,5.94,0.103,326,13.3,0.00126,78.5,4.9,4,78.5,5,12.95,6.24,0.114,325,9.05,0.000258,33.5,4,4,33.5,4,4,0,0,0,0,-223,57.4,44.3,-222,57.3,4,20.8,0.832,318,118,0.159,16,1,20,6,Prep
160,9.6,-52.3,161,9.69,1.13,6.08,0.11,326,13.5,0.00129,78.7,5.95,29,78.7,5.92,12.6,6.07,0.108,325,7.62,0.000466,33.5,4,4,33.5,4,4,0,0,0,0,-218,57.3,-26.4,-217,57.3,4.000000954,22,0.929,319,117,0.18,16,1,20,6,Prep
161,9.25,-27.3,161,9.35,-0.09,6.14,0.105,326,13,0.00122,78.9,6.78,10.25,78.9,6.72,12.1,6.93,0.112,325,9.28,0.000647,33.5,4,4,33.5,4,4,0,0,0,0,-212,57.3,11.62,-212,57.3,4,20.4,0.999,318,117,0.192,16,1,20,6,Prep
162,8.75,-14.8,162,8.88,-1.26,6.55,0.104,326,12.4,0.00102,79.2,7.58,41.5,79.2,7.49,11.39,8.2,0.147,325,11.5,0.00112,33.5,4,4,33.5,4,4,0,0,0,0,-207,57.3,-6.9,-206,57.3,4,25.8,0.932,318,118,0.179,16,1,20,6,Prep
162,8.38,-27.3,162,8.3,-2.31,4.54,0.0799,326,11.7,0.00073,79.6,7.95,-64.7,79.6,8.19,10.51,5.78,0.085,325,11.2,0.000733,33.5,4,4,33.5,4,4,0,0,0,0,-202,57.4,10.38,-201,57.3,4,17.1,0.826,319,117,0.16,16,1,20,6,Prep
202,4,4,202,4,4,0.5,0.0217,329,1.56,-2.20E-06,162,4.025,16.5,162,4,4,-0.1,0.0137,328,1.68,4.83E-07,123,4,4,123,4,4,0,0,0,0,343,4,3.75,343,4,4,0.247,2.75E-19,329,0,0,16,1,2,50,Prep
202,4,10.25,202,4,4,0.34,0.0198,329,2.06,-1.10E-06,162,4.025,16.5,162,4,4,0.0599,0.0127,327,1.42,1.61E-06,123,4,4,123,4,4,0,0,0,0,343,3.999,3.75,343,4,4,0.26,2.75E-19,329,0,-1.82E-06,16,1,0,50,Prep
202,4.025,22.8,202,4,4,-1.9,0.023,329,1.76,-3.26E-06,162,4,4,162,4,4,0.379,0.0154,327,1.09,0,123,4,4,123,4,4,0,0,0,0,343,4.00175,4.625,343,4,4,0.157,2.75E-19,329,0,1.38E-06,16,1,0,50,Prep
