X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
176,10.05,57,176,10,4,-0.62,0.0194,327,0.709,-1.03E-06,135.5,4.0125,10.25,135.5,4,4,-0.561,0.0175,326,1.4,-1.08E-06,77.85,4.0125,10.25,77.85,4,4,0,0,0,0,119,30.6495,-10.4,119,30.65,4,0.444,2.76E-19,327,0,1.72E-06,16,1,2,6,Prep
176.5,9.95,-46,176.5,10,4,-0.779,0.0198,328,1.04,2.28E-06,135.5,4.0125,10.25,135.5,4,4,0.159,0.0156,326,0.144,-1.32E-06,77.85,3.9875,0.875,77.85,4,4,0,0,0,0,124,30.6505,8.56,124,30.65,4,-0.4,2.76E-19,328,0,5.77E-07,16,1,0,6,Prep
177,10.15,54,177,10,4,0.979,0.0192,327,2.62,1.15E-06,135.5,3.9875,0.875,135.5,4,4,-0.51,0.0277,326,2.18,1.58E-06,77.85,3.9875,0.875,77.85,4,4,0,0,0,0,124,30.7,12.025,124,30.65,4,0.267,2.76E-19,327,0,-3.78E-07,16,1,0,6,Prep
177.5,9.9625,-30.35,177.5,10,4,-0.779,0.0179,327,1.84,0,135.5,4,4,135.5,4,4,0.0251,0.025,326,0.642,3.34E-06,77.85,3.9875,-2.25,77.85,4,4,0,0,0,0,129,30.6505,-23.4,129,30.65,4.000000477,0.443,2.76E-19,327,0,0,16,1,0,6,Prep
178.5,9.8375,-77.25,178.5,10,4,-1.26,0.0164,328,1.35,2.56E-07,135.5,4,7.125,135.5,4,4,-0.0582,0.0166,327,1.58,0,77.85,3.9875,4,77.85,4,4,0,0,0,0,129,30.599125,-16.069,129,30.65,4,0.865,2.76E-19,327,0,-4.07E-06,16,1,0,6,Prep
179,10.15,50.85,179,10,4,0.34,0.0207,327,1.13,1.69E-06,135.5,4.0125,10.25,135.5,4,4,-0.427,0.0184,326,0.942,1.12E-06,77.85,4,0.875,77.85,4,4,0,0,0,0,134,30.6495,8.685,134,30.65,4,0.443,2.76E-19,327,0,1.67E-06,16,1,0,6,Prep
179.5,10.1,69.5,179.5,10,4,-0.46,0.0176,328,1.21,1.50E-06,135.5,3.9875,0.875,135.5,4,4,-0.293,0.0205,326,0.781,0,77.85,3.9875,0.875,77.85,4,4,0,0,0,0,134,30.6995,28.475,134,30.65,4,0.566,2.76E-19,327,0,1.73E-06,16,1,0,6,Prep
180,10.1,57,180,10,4,-1.9,0.0218,328,2.49,1.39E-06,135.5,4.0125,10.25,135.5,4,4,-0.511,0.027,326,2.22,-3.14E-06,77.85,4.0125,10.25,77.85,4,4,0,0,0,0,139,30.5995,-39.95,139,30.65,4.000000477,0.865,2.76E-19,327,0,0,16,1,0,6,Prep
180.5,10.1125,60.25,180.5,10,4,0.0197,0.0166,327,1.54,-3.64E-06,135.5,4.025,16.525,135.5,4,4,0.712,0.0188,326,1.37,1.34E-06,77.85,4,0.875,77.85,4,4,0,0,0,0,139,30.6505,-15.65,139,30.65,4.000000477,0.267,2.76E-19,328,0,1.27E-06,16,1,0,6,Prep
181.5,9.9625,-33.5,181.5,10,4,-1.1,0.0197,328,1.13,0,135.5,4,4,135.5,4,4,0.0249,0.0167,326,0.403,1.26E-06,77.85,4.025,13.375,77.85,4,4,0,0,0,0,144,30.75,22.325,144,30.65,3.999999523,0.566,2.76E-19,328,0,2.06E-06,16,1,0,6,Prep
