X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
165,1.85,90.5,165,1.66,-0.08,-5.16,0.075,327,6.02,0.000221,76.8,0.3,9.25,76.8,0.32,4.53,-6.42,0.115,325,10.4,0.000722,31.5,3,3,31.5,3,3,0,0,0,0,280,56.4,30,281,56.3,3,13.7,0.806,319,118,0.153,15,1,2,3,Prep
165,1.65,90.5,165,1.36,0.12,-5.78,0.0898,327,7.15,0.000268,76.6,0.78,65.5,76.5,0.49,4.87,-4.87,0.0777,325,8.56,0.000381,31.5,3.025,15.5,31.5,3,3,0,0,0,0,286,56.3,13.7,286,56.3,3,22.5,1.01,318,121,0.194,15,1,86,3,Prep
165,1.25,90.5,165,1.08,0.35,-4.28,0.0684,327,6.68,0.00027,76.3,0.6,-15.8,76.3,0.69,5.19,-6.01,0.0989,325,8.78,0.000526,31.5,3,3,31.5,3,3,0,0,0,0,291,56.4,0.81,291,56.3,3.000000954,20.7,0.946,319,115,0.182,15,1,86,3,Prep
164,0.87,59.3,164,0.83,0.62,-4.47,0.0783,327,7.79,0.000343,76.1,0.83,21.8,76.1,0.92,5.48,-5.87,0.118,325,9.71,0.000553,31.5,3,-3.25,31.5,3,3,0,0,0,0,296,56.4,12.75,297,56.3,3,16.9,0.758,320,120,0.145,15,1,86,3,Prep
164,0.8,71.7,164,0.61,0.92,-2.86,0.0762,327,10.3,0.000348,75.9,1.17,15.5,75.9,1.19,5.73,-6.43,0.113,325,9.16,0.000456,31.5,3.025,15.5,31.5,3,3,0,0,0,0,302,56.3,-18.1,302,56.3,3,20.8,1.04,319,121,0.201,15,1,86,3,Prep
164,0.55,21.8,164,0.42,1.24,-5.08,0.0914,327,10.1,0.000501,75.7,1.5,9.25,75.7,1.47,5.95,-5.5,0.0885,326,7.86,0.000269,31.5,3,3,31.5,3,3,0,0,0,0,307,56.5,50.2,307,56.3,3,17.2,0.859,318,116,0.162,15,1,86,3,Prep
164,0.22,34.3,164,0.26,1.59,-5.12,0.0752,327,7.83,0.000414,75.6,1.77,15.5,75.6,1.78,6.13,-7.4,0.111,325,7.43,0.000284,31.5,3.025,9.25,31.5,3,3,0,0,0,0,312,56.3,-12.6,313,56.3,3,19.6,0.805,320,120,0.155,15,1,86,3,Prep
163,0.17,-9.5,163,0.14,1.96,-4.83,0.103,327,10.9,0.00058,75.5,2.05,21.8,75.5,2.097,6.27,-7.95,0.138,326,8.55,0.000333,31.5,3,3,31.5,3,3,0,0,0,0,318,56.3,23.7,318,56.3,3.000000954,19.3,1,318,120,0.193,15,1,86,3,Prep
163,0.25,40.5,163,0.05,2.34,-5.76,0.11,327,11,0.000629,75.4,2.475,40.5,75.4,2.43,6.37,-6.51,0.125,326,8.93,0.000159,31.5,3,3,31.5,3,3,0,0,0,0,323,56.4,19.1,323,56.3,3,20.7,0.907,319,117,0.175,15,1,86,3,Prep
163,0.2,53,163,0.01,2.73,-4.99,0.0856,327,9.51,0.000484,75.4,2.825,28,75.4,2.771,6.43,-4.89,0.0973,326,7.27,6.06E-05,31.5,3,9.25,31.5,3,3,0,0,0,0,328,56.3,-60.2,329,56.3,3,19.5,0.907,321,119,0.175,15,1,86,3,Prep
165,2.475,-53.3,165,2.533,-0.4,-4.12,0.0767,327,4.01,9.62E-05,77.6,0.08,-28.3,77.6,0.04,3.528,-5.08,0.0951,325,10.2,0.00061,30.5,3.05,15.5,30.5,3,3,0,0,0,0,-408,56.4,37.3,-408,56.3,3.000000954,25.4,0.934,318,115,0.179,15,1,2,3,Prep
165,2.1,-59.5,165,2.197,-0.31,-2.31,0.0668,327,4.18,0.000124,77.3,0.22,-3.25,77.3,0.11,3.912,-6.7,0.1,325,8.28,0.000563,30.5,3.025,15.5,30.5,3,3,0,0,0,0,-403,56.3,-17.5,-403,56.3,2.999999046,24,0.967,318,115,0.187,15,1,126,3,Prep
165,1.83,-59.5,165,1.9,-0.2,-3.28,0.0672,327,3.23,0.000152,77,-0.08,-9.5,77,0.21,4.26,-3.72,0.0818,325,9.64,0.000494,30.5,3.025,15.5,30.5,3,3,0,0,0,0,-398,56.4,32.5,-398,56.3,3,20.1,0.934,319,114,0.179,15,1,126,3,Prep
165,1.5,-78.2,165,1.59,-0.03,-1.72,0.0736,327,7.09,0.00021,76.8,0.35,-3.25,76.7,0.35,4.61,-8.35,0.15,325,12.1,0.00085,30.5,3,3,30.5,3,3,0,0,0,0,-393,56.4,2.875,-392,56.3,3.000000954,20.4,0.731,320,116,0.139,15,1,126,3,Prep
165,1.12,-22,165,1.27,0.19,-3.31,0.0801,327,7.22,0.000372,76.5,0.55,21.8,76.5,0.55,4.97,-5.98,0.107,325,10.6,0.000533,30.5,3.025,15.5,30.5,3,3,0,0,0,0,-387,56.4,33.4,-387,56.3,3,17.4,0.939,319,113,0.18,15,1,126,3,Prep
164,1.02,-40.8,164,1.02,0.41,-1.65,0.094,327,10.9,0.000361,76.3,0.8,-3.25,76.2,0.74,5.26,-2.03,0.0496,326,7.21,0.000221,30.5,3,3,30.5,3,3,0,0,0,0,-382,56.4,40.5,-382,56.3,3,22.5,0.853,320,116,0.163,15,1,126,3,Prep
164,0.75,-65.7,164,0.78,0.69,-5.6,0.106,327,8.47,0.000481,76.1,1.08,-9.5,76,0.99,5.54,-6.4,0.11,326,7.97,0.000463,30.5,3.025,15.5,30.5,3,3,0,0,0,0,-377,56.2,-57.5,-376,56.3,3,24.1,0.935,321,116,0.178,15,1,126,3,Prep
164,0.47,-40.8,164,0.56,0.99,-6.69,0.11,327,8.89,0.0006,75.9,1.25,9.25,75.8,1.25,5.79,-6.28,0.116,325,9.44,0.000411,30.5,3.025,9.25,30.5,3,3,0,0,0,0,-371,56.3,20.4,-371,56.3,3,18.7,1.04,320,119,0.201,15,1,126,3,Prep
164,0.33,3,164,0.38,1.32,-3.48,0.0596,327,6.66,0.000312,75.7,1.42,-9.5,75.7,1.54,6,-4.74,0.0913,326,7.96,0.000308,30.5,3.025,21.8,30.5,3,3,0,0,0,0,-366,56.3,2.687,-366,56.3,3.000000954,24.5,0.897,320,117,0.172,15,1,126,3,Prep
