X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
179.5,3.54,-10.65,179.5,3.5,5,-1.42,0.0227,327,0.355,0,128.75,5.0375,23.75,128.75,5,5,0.858,0.0155,326,0.0614,-3.23E-07,78.75,5,5,78.75,5,5,0,0,0,0,-567,31.650375,8.5925,-567,31.65,5,0.499,2.71E-19,327,0,3.00E-06,17,1,2,50,Prep
179,3.55,1.9,179,3.5,5,-1.74,0.0224,327,0.589,-4.41E-06,128.75,4.9125,-32.5,128.75,5,5,-0.419,0.0169,326,2.38,-3.45E-07,78.75,5,5,78.75,5,5,0,0,0,0,-562,31.75,25.144,-562,31.65,5,0.79,2.71E-19,327,0,-3.01E-06,17,1,0,50,Prep
179,3.625,36.25,179,3.5,5,0.18,0.0329,327,2.19,1.84E-06,128.75,4.9125,-35.6,128.75,5,5,-0.579,0.0164,326,2.92,-4.41E-07,78.75,5.0125,8.125,78.75,5,5,0,0,0,0,-562,31.6995,33.075,-562,31.65,5,-1.3,2.71E-19,327,0,-5.58E-06,17,1,0,50,Prep
179,3.46,1.875,179,3.5,5,-0.619,0.0198,327,1.01,1.27E-06,128.75,5.05,30,128.75,5,5,0.0597,0.017,326,1.16,-6.14E-07,78.75,5,5,78.75,5,5,0,0,0,0,-557,31.701625,14.93,-557,31.65,4.999999523,-3.81,2.71E-19,327,0,2.19E-06,17,1,0,50,Prep
178.5,3.425,1.875,178.5,3.5,5,-0.779,0.0311,327,0.372,-1.70E-06,128.75,5.0375,20.65,128.75,5,5,0.858,0.0163,326,0.669,0,78.75,5,5,78.75,5,5,0,0,0,0,-557,31.6505,12.425,-557,31.65,5,0.79,2.71E-19,327,0,0,17,1,0,50,Prep
178.5,3.435,17.5,178.5,3.5,5,-1.26,0.0192,327,1.35,1.73E-06,128.75,4.925,-26.275,128.75,5,5,-0.1,0.0167,326,1.35,3.26E-07,78.75,5,8.125,78.75,5,5,0,0,0,0,-552,31.6495,22.66875,-552,31.65,5,0.79,2.71E-19,327,0,-5.08E-07,17,1,0,50,Prep
178.5,3.46,20.65,178.5,3.5,5,-0.14,0.0196,327,1.77,9.52E-07,128.75,4.925,-32.5,128.75,5,5,-0.739,0.017,326,3.02,-1.55E-09,78.75,5,5,78.75,5,5,0,0,0,0,-547,31.65,-13.75,-547,31.65,5,0.288,2.71E-19,327,0,1.50E-06,17,1,0,50,Prep
178.5,3.4725,-1.25,178,3.5,5,-1.1,0.018,327,0.686,-2.59E-06,128.75,4.9125,-32.55,128.75,5,5,-0.418,0.0165,326,2.85,9.06E-09,78.75,5,5,78.75,5,5,0,0,0,0,-547,31.7005,1.905,-547,31.65,5,0.79,2.71E-19,327,0,0,17,1,0,50,Prep
178,3.54,8.125,178,3.5,5,0.82,0.0247,327,3.02,0,128.75,4.95,-16.9,128.75,5,5,2.78,0.024,326,2.96,-2.00E-07,78.75,5,5,78.75,5,5,0,0,0,0,-542,31.650875,-2.231,-542,31.65,5.000000477,0.499,2.71E-19,327,0,1.49E-06,17,1,0,50,Prep
178,3.5375,1.875,178,3.5,5,-2.22,0.0335,327,2.3,7.76E-07,128.75,4.925,-23.15,128.75,5,5,-0.898,0.0171,326,2.7,1.31E-08,78.75,5,5,78.75,5,5,0,0,0,0,-542,31.699625,16.2125,-542,31.65,4.999999523,0.579,2.71E-19,327,0,0,17,1,0,50,Prep
