X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
201,2.975,-9.5,201,3,3,0.34,0.0252,330,0.576,4.30E-07,161,3.025,9.25,161,3,3,-0.42,0.015,328,2.21,1.35E-07,122,2.975,-9.5,122,3,3,0,0,0,0,342,3.00075,3.188,342,3,3,0.453,2.75E-19,329,0,1.12E-06,15,1,2,6,Prep
201,3.025,21.8,201,3,3,-0.459,0.0226,329,1.79,0,161,3.05,15.5,161,3,3,0.223,0.0163,328,1.69,-3.61E-07,122,2.975,-9.5,122,3,3,0,0,0,0,342,2.998,2.75,342,3,3,0.157,2.75E-19,329,0,-8.86E-07,15,1,0,6,Prep
201,3.025,9.25,201,3,3,-0.459,0.017,329,0.929,-1.14E-06,161,3.025,9.25,161,3,3,0.854,0.0209,328,0.496,1.55E-06,122,3,3,122,3,3,0,0,0,0,342,3.001,3.25,342,3,3,0.363,2.75E-19,329,0,9.36E-07,15,1,0,6,Prep
201,3,9.25,201,3,3,0.659,0.0171,329,1.36,-1.53E-07,161,3.025,9.25,161,3,3,-0.42,0.0261,328,2.18,0,122,3,-3.25,122,3,3,0,0,0,0,342,2.99675,1.44,342,3,3,0.157,2.75E-19,329,0,-9.88E-07,15,1,0,6,Prep
201,3,-3.25,201,3,3,-1.42,0.0222,329,2.66,1.32E-06,161,3,9.25,161,3,3,0.0613,0.0313,328,1.77,1.67E-07,122,3,9.25,122,3,3,0,0,0,0,342,3.002,4,342,3,3,0.363,2.75E-19,329,0,2.43E-06,15,1,0,6,Prep
201,2.975,-3.25,201,3,3,-0.459,0.025,330,1.74,-1.44E-06,161,2.975,-9.5,161,3,3,0.538,0.0241,328,0.687,-9.01E-07,122,3,-3.25,122,3,3,0,0,0,0,342,2.999,3,342,3,3,0.17,2.75E-19,329,0,-1.07E-06,15,1,0,6,Prep
201,3,3,201,3,3,0.659,0.0157,330,1.74,0,161,3.025,9.25,161,3,3,0.696,0.0162,328,0.282,-3.58E-07,122,3,3,122,3,3,0,0,0,0,342,3,3,342,3,3,0.26,2.75E-19,329,0,-8.85E-07,15,1,0,6,Prep
201,3.025,15.5,201,3,3,0.979,0.0207,329,2.07,0,161,3.025,15.5,161,3,3,-0.578,0.014,328,2.3,-2.83E-07,122,3,3,122,3,3,0,0,0,0,342,3.001,3.5,342,3,3,0.453,2.75E-19,329,0,0,15,1,0,6,Prep
201,3,3,201,3,3,-0.62,0.0172,330,1.51,0,161,3.025,9.25,161,3,3,-0.424,0.0184,328,1.82,1.33E-07,122,3,-3.25,122,3,3,0,0,0,0,342,2.999,2.75,342,3,3,-0.0236,2.75E-19,329,0,1.40E-06,15,1,0,6,Prep
201,3,3,201,3,3,0.02,0.0202,330,0.837,6.53E-07,161,3.025,9.25,161,3,3,-0.736,0.0154,328,2.86,3.12E-07,122,3.025,9.25,122,3,3,0,0,0,0,342,2.998,2.812,342,3,3,0.26,2.75E-19,329,0,-1.10E-06,15,1,0,6,Prep
