X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
203,5,5,203,5,5,-1.42,0.0227,327,0.355,0,163,4.95,-13.8,163,5,5,0.858,0.0155,326,0.0614,-3.23E-07,124,5,5,124,5,5,0,0,0,0,311,5.00075,5.375,311,5,5,0.499,2.71E-19,327,0,3.00E-06,17,1,2,50,Prep
203,5.05,36.3,203,5,5,-1.74,0.0224,327,0.589,-4.41E-06,163,4.975,-7.5,163,5,5,-0.419,0.0169,326,2.38,-3.45E-07,124,5,5,124,5,5,0,0,0,0,311,5,5.188,311,5,5,0.79,2.71E-19,327,0,-3.01E-06,17,1,0,50,Prep
203,5,5,203,5,5,0.18,0.0329,327,2.19,1.84E-06,163,4.975,-7.5,163,5,5,-0.579,0.0164,326,2.92,-4.41E-07,124,5,5,124,5,5,0,0,0,0,311,4.999,4.75,311,5,5,-1.3,2.71E-19,327,0,-5.58E-06,17,1,0,50,Prep
203,5,5,203,5,5,-0.619,0.0198,327,1.01,1.27E-06,163,5,5,163,5,5,0.0597,0.017,326,1.16,-6.14E-07,124,5,5,124,5,5,0,0,0,0,311,5.00325,6.56,311,5,5,-3.81,2.71E-19,327,0,2.19E-06,17,1,0,50,Prep
203,5,5,203,5,5,-0.779,0.0311,327,0.372,-1.70E-06,163,4.975,-7.5,163,5,5,0.858,0.0163,326,0.669,0,124,5,5,124,5,5,0,0,0,0,311,5.001,5.25,311,5,5,0.79,2.71E-19,327,0,0,17,1,0,50,Prep
203,5,5,203,5,5,-1.26,0.0192,327,1.35,1.73E-06,163,4.975,-1.25,163,5,5,-0.1,0.0167,326,1.35,3.26E-07,124,5,5,124,5,5,0,0,0,0,311,4.999,4.9375,311,5,5,0.79,2.71E-19,327,0,-5.08E-07,17,1,0,50,Prep
203,5,17.5,203,5,5,-0.14,0.0196,327,1.77,9.52E-07,163,4.95,-20,163,5,5,-0.739,0.017,326,3.02,-1.55E-09,124,5,5,124,5,5,0,0,0,0,311,5,5,311,5,5,0.288,2.71E-19,327,0,1.50E-06,17,1,0,50,Prep
203,5.025,17.5,203,5,5,-1.1,0.018,327,0.686,-2.59E-06,163,4.95,-13.8,163,5,5,-0.418,0.0165,326,2.85,9.06E-09,124,5,5,124,5,5,0,0,0,0,311,5.001,5.25,311,5,5,0.79,2.71E-19,327,0,0,17,1,0,50,Prep
203,5,5,203,5,5,0.82,0.0247,327,3.02,0,163,5,5,163,5,5,2.78,0.024,326,2.96,-2.00E-07,124,5,5,124,5,5,0,0,0,0,311,5.00175,5.438,311,5,5,0.499,2.71E-19,327,0,1.49E-06,17,1,0,50,Prep
203,4.975,-1.25,203,5,5,-2.22,0.0335,327,2.3,7.76E-07,163,4.95,-13.8,163,5,5,-0.898,0.0171,326,2.7,1.31E-08,124,5,5,124,5,5,0,0,0,0,311,4.99925,4.625,311,5,5,0.579,2.71E-19,327,0,0,17,1,0,50,Prep
